"country","v30","v31","v22","v23","v24","v34","F1","F2","att_eco","v21","v21d","TIME","gini_index"
"Austria",2,2,4,3,4,3,3.72,9.47,13.19,4,1,2018,0.28
"Austria",4,4,5,5,2,5,7.44,11.74,19.18,5,1,2018,0.28
"Austria",4,4,5,5,2,5,7.44,11.74,19.18,5,1,2018,0.28
"Austria",1,1,1,4,5,1,1.86,7.48,9.34,5,1,2018,0.28
"Austria",3,4,4,4,5,2,6.51,10.2,16.71,5,1,2018,0.28
"Austria",4,4,4,4,3,2,7.44,8.96,16.4,4,1,2018,0.28
"Austria",2,2,4,3,4,4,3.72,10.12,13.84,4,1,2018,0.28
"Austria",2,2,5,3,2,4,3.72,9.57,13.29,5,1,2018,0.28
"Austria",4,2,2,3,3,2,5.58,6.82,12.4,3,0,2018,0.28
"Austria",5,5,5,5,4,3,9.3,11.68,20.98,5,1,2018,0.28
"Austria",2,2,3,4,4,2,3.72,8.89,12.61,4,1,2018,0.28
"Austria",5,5,5,5,4,4,9.3,12.33,21.63,5,1,2018,0.28
"Austria",5,5,4,3,3,4,9.3,9.5,18.8,4,1,2018,0.28
"Austria",4,4,4,3,2,4,7.44,8.88,16.32,4,1,2018,0.28
"Austria",5,5,5,5,4,3,9.3,11.68,20.98,5,1,2018,0.28
"Austria",4,4,4,2,4,4,7.44,9.36,16.8,4,1,2018,0.28
"Austria",5,5,4,3,3,4,9.3,9.5,18.8,4,1,2018,0.28
"Austria",5,5,4,4,2,4,9.3,9.64,18.94,4,1,2018,0.28
"Austria",4,5,4,3,3,4,8.37,9.5,17.87,4,1,2018,0.28
"Austria",4,4,5,3,4,4,7.44,10.81,18.25,5,1,2018,0.28
"Austria",4,2,5,3,4,4,5.58,10.81,16.39,5,1,2018,0.28
"Austria",5,5,5,5,3,4,9.3,11.71,21.01,5,1,2018,0.28
"Austria",5,5,4,3,3,4,9.3,9.5,18.8,4,1,2018,0.28
"Austria",5,5,5,5,3,3,9.3,11.06,20.36,5,1,2018,0.28
"Austria",2,2,3,4,5,2,3.72,9.51,13.23,4,1,2018,0.28
"Austria",3,5,5,3,4,4,7.44,10.81,18.25,5,1,2018,0.28
"Austria",2,2,4,4,4,3,3.72,10.23,13.95,4,1,2018,0.28
"Austria",5,5,5,3,4,4,9.3,10.81,20.11,4,1,2018,0.28
"Austria",5,5,1,4,5,4,9.3,9.43,18.73,5,1,2018,0.28
"Austria",5,5,5,5,3,5,9.3,12.36,21.66,5,1,2018,0.28
"Austria",4,4,4,4,4,5,7.44,11.53,18.97,4,1,2018,0.28
"Austria",2,2,5,3,4,4,3.72,10.81,14.53,5,1,2018,0.28
"Austria",2,2,5,5,1,1,3.72,8.52,12.24,5,1,2018,0.28
"Austria",4,4,2,4,4,2,7.44,8.2,15.64,4,1,2018,0.28
"Austria",2,3,3,5,3,5,4.65,10.98,15.63,4,1,2018,0.28
"Austria",5,4,2,2,4,1,8.37,6.03,14.4,5,1,2018,0.28
"Austria",2,3,5,3,3,3,4.65,9.54,14.19,4,1,2018,0.28
"Austria",5,5,3,2,3,1,9.3,6.1,15.4,4,1,2018,0.28
"Austria",5,5,4,2,4,4,9.3,9.36,18.66,5,1,2018,0.28
"Austria",5,5,4,2,3,4,9.3,8.74,18.04,4,1,2018,0.28
"Austria",2,2,5,4,5,4,3.72,12.19,15.91,4,1,2018,0.28
"Austria",5,5,5,2,3,4,9.3,9.43,18.73,5,1,2018,0.28
"Austria",5,5,5,2,3,4,9.3,9.43,18.73,5,1,2018,0.28
"Austria",5,5,4,5,3,1,9.3,9.07,18.37,5,1,2018,0.28
"Austria",1,2,4,3,4,1,2.79,8.17,10.96,5,1,2018,0.28
"Austria",4,5,3,4,4,3,8.37,9.54,17.91,5,1,2018,0.28
"Austria",4,4,4,3,3,4,7.44,9.5,16.94,5,1,2018,0.28
"Austria",5,5,5,4,4,4,9.3,11.57,20.87,5,1,2018,0.28
"Austria",5,5,4,4,4,3,9.3,10.23,19.53,5,1,2018,0.28
"Austria",5,4,5,4,5,1,8.37,10.24,18.61,5,1,2018,0.28
"Austria",5,4,5,5,5,1,8.37,11,19.37,5,1,2018,0.28
"Austria",3,3,4,4,4,1,5.58,8.93,14.51,4,1,2018,0.28
"Austria",5,4,4,4,4,3,8.37,10.23,18.6,4,1,2018,0.28
"Austria",5,3,4,4,4,1,7.44,8.93,16.37,4,1,2018,0.28
"Austria",4,4,5,4,5,1,7.44,10.24,17.68,4,1,2018,0.28
"Austria",3,3,5,5,5,3,5.58,12.3,17.88,4,1,2018,0.28
"Austria",5,5,5,5,5,3,9.3,12.3,21.6,5,1,2018,0.28
"Austria",5,5,5,2,4,1,9.3,8.1,17.4,4,1,2018,0.28
"Austria",4,4,5,4,4,1,7.44,9.62,17.06,5,1,2018,0.28
"Austria",4,4,4,4,4,3,7.44,10.23,17.67,4,1,2018,0.28
"Austria",5,5,5,5,5,1,9.3,11,20.3,5,1,2018,0.28
"Austria",5,5,4,5,4,4,9.3,11.64,20.94,5,1,2018,0.28
"Austria",5,5,5,4,5,1,9.3,10.24,19.54,5,1,2018,0.28
"Austria",4,5,3,3,4,1,8.37,7.48,15.85,4,1,2018,0.28
"Austria",4,4,5,5,4,1,7.44,10.38,17.82,5,1,2018,0.28
"Austria",3,4,5,5,5,1,6.51,11,17.51,5,1,2018,0.28
"Austria",5,5,5,5,3,4,9.3,11.71,21.01,5,1,2018,0.28
"Austria",5,5,5,5,4,5,9.3,12.98,22.28,5,1,2018,0.28
"Austria",2,5,4,2,3,2,6.51,7.44,13.95,3,0,2018,0.28
"Austria",4,4,4,5,4,4,7.44,11.64,19.08,4,1,2018,0.28
"Austria",5,4,3,3,4,1,8.37,7.48,15.85,4,1,2018,0.28
"Austria",5,4,4,2,5,1,8.37,8.03,16.4,4,1,2018,0.28
"Austria",5,4,4,3,5,1,8.37,8.79,17.16,4,1,2018,0.28
"Austria",3,3,5,5,5,1,5.58,11,16.58,5,1,2018,0.28
"Austria",2,2,3,3,3,4,3.72,8.81,12.53,3,0,2018,0.28
"Austria",5,4,5,2,4,5,8.37,10.7,19.07,4,1,2018,0.28
"Austria",4,4,5,2,4,4,7.44,10.05,17.49,4,1,2018,0.28
"Austria",5,5,4,2,4,4,9.3,9.36,18.66,5,1,2018,0.28
"Austria",5,5,4,4,3,1,9.3,8.31,17.61,4,1,2018,0.28
"Austria",5,5,4,3,4,1,9.3,8.17,17.47,5,1,2018,0.28
"Austria",4,4,5,4,4,1,7.44,9.62,17.06,5,1,2018,0.28
"Austria",4,4,5,4,5,2,7.44,10.89,18.33,4,1,2018,0.28
"Austria",3,3,3,4,3,2,5.58,8.27,13.85,4,1,2018,0.28
"Austria",5,5,5,4,5,2,9.3,10.89,20.19,5,1,2018,0.28
"Austria",4,5,4,4,4,2,8.37,9.58,17.95,4,1,2018,0.28
"Austria",4,4,4,5,5,1,7.44,10.31,17.75,4,1,2018,0.28
"Austria",2,2,3,4,5,4,3.72,10.81,14.53,4,1,2018,0.28
"Austria",5,5,5,5,4,2,9.3,11.03,20.33,5,1,2018,0.28
"Austria",4,5,5,5,3,4,8.37,11.71,20.08,5,1,2018,0.28
"Austria",1,1,5,5,5,4,1.86,12.95,14.81,5,1,2018,0.28
"Austria",2,2,5,5,5,4,3.72,12.95,16.67,5,1,2018,0.28
"Austria",3,3,4,3,4,2,5.58,8.82,14.4,4,1,2018,0.28
"Austria",3,3,4,2,3,4,5.58,8.74,14.32,5,1,2018,0.28
"Austria",3,3,4,3,4,2,5.58,8.82,14.4,4,1,2018,0.28
"Austria",4,4,4,4,2,1,7.44,7.69,15.13,4,1,2018,0.28
"Austria",3,3,4,2,2,1,5.58,6.17,11.75,4,1,2018,0.28
"Austria",2,2,4,4,4,4,3.72,10.88,14.6,4,1,2018,0.28
"Austria",4,5,1,5,1,4,8.37,7.71,16.08,4,1,2018,0.28
"Austria",3,3,5,4,5,3,5.58,11.54,17.12,5,1,2018,0.28
"Austria",5,4,4,5,4,4,8.37,11.64,20.01,5,1,2018,0.28
"Austria",4,4,4,4,4,4,7.44,10.88,18.32,4,1,2018,0.28
"Austria",3,4,4,4,5,5,6.51,12.15,18.66,5,1,2018,0.28
"Austria",2,3,4,4,4,5,4.65,11.53,16.18,4,1,2018,0.28
"Austria",5,3,5,1,3,5,7.44,9.32,16.76,5,1,2018,0.28
"Austria",5,4,4,3,4,1,8.37,8.17,16.54,3,0,2018,0.28
"Austria",4,4,4,4,4,3,7.44,10.23,17.67,5,1,2018,0.28
"Austria",5,5,5,4,3,4,9.3,10.95,20.25,4,1,2018,0.28
"Austria",5,5,4,3,4,3,9.3,9.47,18.77,4,1,2018,0.28
"Austria",4,3,5,2,5,1,6.51,8.72,15.23,5,1,2018,0.28
"Austria",2,2,4,3,2,2,3.72,7.58,11.3,4,1,2018,0.28
"Austria",4,4,4,4,2,2,7.44,8.34,15.78,4,1,2018,0.28
"Austria",4,4,4,4,2,1,7.44,7.69,15.13,4,1,2018,0.28
"Austria",2,2,5,5,3,4,3.72,11.71,15.43,5,1,2018,0.28
"Austria",4,4,4,4,2,4,7.44,9.64,17.08,2,0,2018,0.28
"Austria",4,4,5,5,5,1,7.44,11,18.44,5,1,2018,0.28
"Austria",3,3,4,3,3,1,5.58,7.55,13.13,4,1,2018,0.28
"Austria",3,3,3,4,3,1,5.58,7.62,13.2,4,1,2018,0.28
"Austria",5,5,4,3,4,1,9.3,8.17,17.47,4,1,2018,0.28
"Austria",2,2,4,2,5,2,3.72,8.68,12.4,5,1,2018,0.28
"Austria",3,3,5,5,5,3,5.58,12.3,17.88,4,1,2018,0.28
"Austria",2,2,2,4,5,3,3.72,9.47,13.19,4,1,2018,0.28
"Austria",2,2,1,5,5,1,3.72,8.24,11.96,5,1,2018,0.28
"Austria",4,5,4,3,4,1,8.37,8.17,16.54,4,1,2018,0.28
"Austria",3,2,3,5,1,5,4.65,9.74,14.39,2,0,2018,0.28
"Austria",4,4,4,3,3,3,7.44,8.85,16.29,4,1,2018,0.28
"Austria",4,4,5,5,5,4,7.44,12.95,20.39,5,1,2018,0.28
"Austria",2,3,4,4,4,3,4.65,10.23,14.88,4,1,2018,0.28
"Austria",4,4,4,3,3,4,7.44,9.5,16.94,4,1,2018,0.28
"Austria",4,4,4,5,4,5,7.44,12.29,19.73,5,1,2018,0.28
"Austria",3,2,4,4,3,3,4.65,9.61,14.26,4,1,2018,0.28
"Austria",3,3,4,4,4,3,5.58,10.23,15.81,4,1,2018,0.28
"Austria",4,3,4,4,3,4,6.51,10.26,16.77,4,1,2018,0.28
"Austria",2,4,4,4,3,2,5.58,8.96,14.54,4,1,2018,0.28
"Austria",3,3,4,4,5,4,5.58,11.5,17.08,5,1,2018,0.28
"Austria",3,3,4,4,2,4,5.58,9.64,15.22,4,1,2018,0.28
"Austria",5,5,5,4,4,4,9.3,11.57,20.87,5,1,2018,0.28
"Austria",4,5,3,3,4,2,8.37,8.13,16.5,5,1,2018,0.28
"Austria",4,2,4,5,4,4,5.58,11.64,17.22,3,0,2018,0.28
"Austria",2,3,4,3,3,4,4.65,9.5,14.15,4,1,2018,0.28
"Austria",3,3,3,3,4,3,5.58,8.78,14.36,4,1,2018,0.28
"Austria",5,5,5,5,2,5,9.3,11.74,21.04,5,1,2018,0.28
"Austria",3,3,4,4,4,3,5.58,10.23,15.81,4,1,2018,0.28
"Austria",3,3,4,4,4,4,5.58,10.88,16.46,4,1,2018,0.28
"Austria",3,4,3,3,3,5,6.51,9.46,15.97,5,1,2018,0.28
"Austria",3,3,4,4,2,3,5.58,8.99,14.57,5,1,2018,0.28
"Austria",4,4,5,4,4,4,7.44,11.57,19.01,5,1,2018,0.28
"Austria",4,3,5,5,3,4,6.51,11.71,18.22,5,1,2018,0.28
"Austria",2,3,5,5,1,5,4.65,11.12,15.77,5,1,2018,0.28
"Austria",4,3,3,4,2,2,6.51,7.65,14.16,3,0,2018,0.28
"Austria",5,5,3,5,5,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",2,2,2,2,2,2,3.72,5.44,9.16,2,0,2018,0.28
"Austria",3,3,3,3,3,2,5.58,7.51,13.09,5,1,2018,0.28
"Austria",3,3,3,1,4,3,5.58,7.26,12.84,5,1,2018,0.28
"Austria",3,3,3,4,3,3,5.58,8.92,14.5,4,1,2018,0.28
"Austria",2,2,5,3,3,4,3.72,10.19,13.91,4,1,2018,0.28
"Austria",5,5,5,4,4,3,9.3,10.92,20.22,5,1,2018,0.28
"Austria",5,5,5,4,4,1,9.3,9.62,18.92,5,1,2018,0.28
"Austria",3,3,5,3,3,3,5.58,9.54,15.12,5,1,2018,0.28
"Austria",2,2,2,4,3,3,3.72,8.23,11.95,2,0,2018,0.28
"Austria",4,4,2,3,3,4,7.44,8.12,15.56,2,0,2018,0.28
"Austria",5,5,1,1,4,5,9.3,7.18,16.48,5,1,2018,0.28
"Austria",4,4,3,2,3,1,7.44,6.1,13.54,3,0,2018,0.28
"Austria",5,5,5,5,4,3,9.3,11.68,20.98,5,1,2018,0.28
"Austria",1,1,1,2,1,1,1.86,3.48,5.34,3,0,2018,0.28
"Austria",3,3,4,4,4,4,5.58,10.88,16.46,5,1,2018,0.28
"Austria",3,3,3,3,1,4,5.58,7.57,13.15,5,1,2018,0.28
"Austria",4,4,5,3,4,4,7.44,10.81,18.25,5,1,2018,0.28
"Austria",5,5,4,2,2,4,9.3,8.12,17.42,4,1,2018,0.28
"Austria",3,3,3,4,3,3,5.58,8.92,14.5,4,1,2018,0.28
"Austria",4,4,3,4,2,4,7.44,8.95,16.39,4,1,2018,0.28
"Austria",3,3,4,4,4,4,5.58,10.88,16.46,4,1,2018,0.28
"Austria",5,5,5,2,3,3,9.3,8.78,18.08,4,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,5,2,9.3,10.89,20.19,5,1,2018,0.28
"Austria",3,3,4,4,4,2,5.58,9.58,15.16,4,1,2018,0.28
"Austria",3,3,4,4,4,2,5.58,9.58,15.16,4,1,2018,0.28
"Austria",3,3,4,4,4,2,5.58,9.58,15.16,4,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",4,3,5,4,4,3,6.51,10.92,17.43,4,1,2018,0.28
"Austria",5,5,3,2,3,3,9.3,7.4,16.7,4,1,2018,0.28
"Austria",5,5,4,3,3,2,9.3,8.2,17.5,3,0,2018,0.28
